epoch,acc,char_acc,len_acc,loss,top3_acc,val_acc,val_char_acc,val_len_acc,val_loss,val_top3_acc
0,0.0,0.2046791911125183,0.5502182245254517,2.4385769367218018,0.37348872423171997,0.0,0.3034188151359558,0.557692289352417,2.4057507514953613,0.39743590354919434
1,0.0,0.3348832130432129,0.44117066264152527,1.9361549615859985,0.5321837663650513,0.0,0.3611111044883728,0.5384615659713745,1.9004548788070679,0.5149572491645813
2,0.0,0.37169188261032104,0.6366071105003357,1.7783161401748657,0.5591544508934021,0.0,0.38034188747406006,0.5192307829856873,1.7663466930389404,0.5470085740089417
3,0.0,0.4119653105735779,0.7440575361251831,1.6359339952468872,0.6188062429428101,0.0,0.40811964869499207,0.6153846383094788,1.6622267961502075,0.5961538553237915
4,0.025069445371627808,0.5981258749961853,0.8061209917068481,1.171244502067566,0.8288851976394653,0.01923076994717121,0.6153846383094788,0.6538461446762085,1.192488670349121,0.8418803215026855
5,0.3097321093082428,0.8457030057907104,0.8724901080131531,0.5689895153045654,0.9596142768859863,0.36538460850715637,0.8547008633613586,0.807692289352417,0.530276894569397,0.9658119678497314
6,0.5190178155899048,0.9100366234779358,0.9110317826271057,0.3741193115711212,0.9793450832366943,0.5961538553237915,0.9188033938407898,0.9038461446762085,0.3428938090801239,0.9829059839248657
7,0.6225992441177368,0.9333356618881226,0.9291765689849854,0.30488982796669006,0.9840443730354309,0.6153846383094788,0.9337607026100159,0.9038461446762085,0.275194376707077,0.9871794581413269
8,0.6763591170310974,0.9467547535896301,0.9423710107803345,0.2591455280780792,0.9879927039146423,0.6346153616905212,0.9358974099159241,0.9038461446762085,0.24639667570590973,0.9914529919624329
9,0.7238293290138245,0.9558365345001221,0.9550495743751526,0.2299959510564804,0.9902456998825073,0.6538461446762085,0.9487179517745972,0.9038461446762085,0.23960015177726746,0.9914529919624329
10,0.7663888931274414,0.9638692140579224,0.9616666436195374,0.20216745138168335,0.9920018911361694,0.6538461446762085,0.942307710647583,0.942307710647583,0.2405456155538559,0.9914529919624329
11,0.7725198268890381,0.9637201428413391,0.9584325551986694,0.20296373963356018,0.9920322895050049,0.692307710647583,0.9508547186851501,0.9615384340286255,0.2220633625984192,0.9935897588729858
12,0.8043055534362793,0.9709470868110657,0.9697718620300293,0.17692890763282776,0.9937220811843872,0.6730769276618958,0.938034176826477,0.9230769276618958,0.24413654208183289,0.9871794581413269
13,0.813938558101654,0.9717307090759277,0.9671428799629211,0.1760387122631073,0.9939545392990112,0.692307710647583,0.94017094373703,0.942307710647583,0.23982273042201996,0.9893162250518799
14,0.8247817754745483,0.9740420579910278,0.9701389074325562,0.1656852811574936,0.9945114254951477,0.7307692170143127,0.9487179517745972,0.942307710647583,0.22989504039287567,0.9914529919624329
15,0.8459623456001282,0.9766963720321655,0.9714385271072388,0.16172339022159576,0.9946578145027161,0.692307710647583,0.9444444179534912,0.942307710647583,0.2201569378376007,0.995726466178894
16,0.8475793600082397,0.9773181080818176,0.9742162823677063,0.15707014501094818,0.9952472448348999,0.7115384340286255,0.9465811848640442,0.942307710647583,0.23019149899482727,0.9914529919624329
17,0.855883002281189,0.9787790179252625,0.9747222065925598,0.15145650506019592,0.9955630302429199,0.7692307829856873,0.9508547186851501,0.942307710647583,0.22714947164058685,0.9893162250518799
18,0.8706547617912292,0.9808193445205688,0.979930579662323,0.14523330330848694,0.9959789514541626,0.7307692170143127,0.9508547186851501,0.942307710647583,0.2222082018852234,0.9893162250518799
19,0.8652480244636536,0.980434775352478,0.9788690209388733,0.14482328295707703,0.9960386157035828,0.7884615659713745,0.9636752009391785,0.9615384340286255,0.19866535067558289,0.997863233089447
20,0.8800197839736938,0.9822335243225098,0.9806944727897644,0.14113947749137878,0.9963029623031616,0.7884615659713745,0.9615384340286255,1.0,0.21085980534553528,0.995726466178894
21,0.8939881324768066,0.984533429145813,0.9815278053283691,0.13429608941078186,0.9968816637992859,0.75,0.9508547186851501,0.942307710647583,0.24110272526741028,0.9871794581413269
22,0.8912599086761475,0.9843302369117737,0.9802777767181396,0.13374657928943634,0.9966481924057007,0.7884615659713745,0.9572649598121643,1.0,0.20703352987766266,0.997863233089447
23,0.8971825242042542,0.9851113557815552,0.9852777719497681,0.1307045817375183,0.9969854950904846,0.7884615659713745,0.9636752009391785,0.9807692170143127,0.2032131552696228,0.9935897588729858
24,0.9007539749145508,0.9856396913528442,0.9851388931274414,0.12848272919654846,0.9968871474266052,0.807692289352417,0.9679487347602844,0.9807692170143127,0.17639285326004028,0.997863233089447
25,0.9038095474243164,0.9863802790641785,0.9851388931274414,0.12633052468299866,0.9969897866249084,0.807692289352417,0.9700854420661926,1.0,0.1685943603515625,0.995726466178894
26,0.9132242202758789,0.9876576066017151,0.9869444370269775,0.12118213623762131,0.9974756240844727,0.7884615659713745,0.9679487347602844,1.0,0.1755881905555725,0.995726466178894
27,0.9132440090179443,0.9873433709144592,0.9844245910644531,0.12430022656917572,0.9971902370452881,0.8269230723381042,0.9679487347602844,1.0,0.1678701937198639,0.9935897588729858
28,0.9167163372039795,0.9878913760185242,0.9855555295944214,0.12015905976295471,0.9976067543029785,0.7692307829856873,0.9658119678497314,0.9807692170143127,0.17113430798053741,1.0
29,0.9244047999382019,0.9890002608299255,0.9893749952316284,0.11674543470144272,0.9977766871452332,0.807692289352417,0.9700854420661926,1.0,0.16368895769119263,0.997863233089447
30,0.9263690114021301,0.9894653558731079,0.9888690114021301,0.11572741717100143,0.9975812435150146,0.8461538553237915,0.9764957427978516,1.0,0.15709345042705536,0.997863233089447
31,0.9289186596870422,0.9895797371864319,0.9887499809265137,0.1152806431055069,0.9977300763130188,0.8269230723381042,0.9722222089767456,1.0,0.1594945639371872,0.997863233089447
32,0.9345436692237854,0.9909191131591797,0.9896527528762817,0.10963588953018188,0.9982473254203796,0.807692289352417,0.9658119678497314,0.9807692170143127,0.16161981225013733,0.997863233089447
33,0.9320932626724243,0.9903867840766907,0.9893055558204651,0.1114070862531662,0.9978379607200623,0.8269230723381042,0.9679487347602844,0.9807692170143127,0.15719114243984222,0.997863233089447
34,0.938224196434021,0.9913027882575989,0.9918055534362793,0.10944709926843643,0.9980599880218506,0.8269230723381042,0.9722222089767456,0.9807692170143127,0.14842309057712555,0.997863233089447
35,0.9401686787605286,0.9919939637184143,0.9923611283302307,0.10583319514989853,0.9982836246490479,0.807692289352417,0.9743589758872986,0.9807692170143127,0.1538512408733368,0.997863233089447
36,0.9391468167304993,0.991278350353241,0.990882933139801,0.1093217134475708,0.9981624484062195,0.8461538553237915,0.9743589758872986,0.9807692170143127,0.14700137078762054,0.997863233089447
37,0.9474802017211914,0.9929069876670837,0.9927083253860474,0.10246587544679642,0.998553991317749,0.807692289352417,0.9679487347602844,0.9807692170143127,0.16105130314826965,1.0
38,0.9472718238830566,0.992219865322113,0.9914583563804626,0.10445302724838257,0.9983707070350647,0.8461538553237915,0.9786324501037598,0.9807692170143127,0.14072279632091522,0.997863233089447
39,0.948273777961731,0.9925470352172852,0.9916468858718872,0.10466555505990982,0.9985154271125793,0.8461538553237915,0.9764957427978516,0.9807692170143127,0.13671919703483582,1.0
40,0.9540773630142212,0.9935857653617859,0.9934027791023254,0.10021813213825226,0.9987413287162781,0.8653846383094788,0.9764957427978516,0.9807692170143127,0.1480208933353424,0.995726466178894
41,0.9571329355239868,0.9942795038223267,0.9946527481079102,0.0989883691072464,0.9987723231315613,0.8461538553237915,0.9722222089767456,0.9807692170143127,0.15735124051570892,0.997863233089447
42,0.9525992274284363,0.9932670593261719,0.9925496578216553,0.10212454199790955,0.9985097050666809,0.8846153616905212,0.9807692170143127,0.9807692170143127,0.13770326972007751,0.997863233089447
43,0.9574999809265137,0.9940115809440613,0.9936110973358154,0.09861110150814056,0.99876469373703,0.8653846383094788,0.9764957427978516,0.9807692170143127,0.13458843529224396,0.997863233089447
44,0.9607242345809937,0.9947713613510132,0.9945138692855835,0.09613219648599625,0.9988029599189758,0.8269230723381042,0.9700854420661926,0.9807692170143127,0.15488654375076294,0.997863233089447
45,0.9579464197158813,0.9943851828575134,0.9945833086967468,0.09660530090332031,0.9987723231315613,0.8461538553237915,0.9743589758872986,0.9807692170143127,0.15234437584877014,0.995726466178894
