image_path,plate_text
train/232.jpg,177TN4712
train/309.jpg,172TN2738
train/557.jpg,120TN4640
train/633.jpg,113TN9996
train/676.jpg,84TN2486
train/706.jpg,89TN2811
train/857.jpg,86TN2400
train/546.jpg,87TN8179
train/524.jpg,58TN2527
train/866.jpg,78TN140
train/630.jpg,68TN6341
train/785.jpg,96TN4579
train/803.jpg,60TN9658
train/543.jpg,81TN9062
train/39.jpg,156TN6516
train/512.jpg,167TN5598
train/245.jpg,139TN8869
train/565.jpg,94TN1365
train/126.jpg,118TN5018
train/422.jpg,118TN5018
train/655.jpg,141TN9185
train/43.jpg,41TN1310
train/691.jpg,116TN1701
train/361.jpg,109TN5513
train/113.jpg,188TN956
train/430.jpg,78TN7729
train/112.jpg,127TN9295
train/292.jpg,119TN6926
train/678.jpg,156TN775
train/123.jpg,121TN6559
train/753.jpg,140TN9240
train/382.jpg,173TN4951
train/160.jpg,173TN4951
train/581.jpg,68TN2202
train/372.jpg,68TN2202
train/549.jpg,62TN9920
train/461.jpg,130TN9410
train/539.jpg,42TN3076
train/597.jpg,83TN8531
train/601.jpg,60TN3044
train/537.jpg,86TN9955
train/401.jpg,155TN1383
train/845.jpg,91TN4293
train/460.jpg,191TN9338
train/149.jpg,191TN9338
train/324.jpg,107TN5411
train/588.jpg,89TN7122
train/680.jpg,87TN382
train/667.jpg,194TN558
train/330.jpg,194TN3593
train/182.jpg,173TN9116
train/740.jpg,191TN1006
train/48.jpg,117TN1938
train/157.jpg,31TN8115
train/888.jpg,65TN3230
train/669.jpg,118TN9630
train/758.jpg,176TN4062
train/562.jpg,176TN4062
train/256.jpg,96TN5370
train/142.jpg,90TN4636
train/199.jpg,78TN3293
train/828.jpg,175TN6734
train/891.jpg,175TN6734
train/569.jpg,122TN8467
train/130.jpg,165TN6025
train/864.jpg,163TN3168
train/608.jpg,163TN3168
train/570.jpg,79TN2589
train/711.jpg,105TN6789
train/908.jpg,115TN5367
train/69.jpg,115TN5367
train/515.jpg,133TN9146
train/259.jpg,119TN1234
train/806.jpg,117TN3941
train/374.jpg,63TN6751
train/578.jpg,81TN8729
train/341.jpg,144TN9065
train/143.jpg,141TN13
train/215.jpg,114TN7304
train/136.jpg,114TN7304
train/124.jpg,145TN5368
train/236.jpg,135TN5906
train/266.jpg,135TN5906
train/28.jpg,71TN6532
train/660.jpg,93TN5882
train/874.jpg,56TN1601
train/843.jpg,112TN6434
train/339.jpg,112TN6434
train/867.jpg,157TN3518
train/345.jpg,86TN9785
train/272.jpg,152TN9593
train/322.jpg,163TN3294
train/545.jpg,110TN4884
train/400.jpg,129TN230
train/231.jpg,129TN9084
train/3.jpg,103TN1643
train/17.jpg,195TN2612
train/761.jpg,106TN2736
train/657.jpg,57TN2904
train/884.jpg,153TN3718
train/421.jpg,138TN6070
train/274.jpg,47TN8151
train/793.jpg,156TN1451
train/365.jpg,156TN1451
train/875.jpg,116TN6898
train/547.jpg,175TN7944
train/175.jpg,175TN7944
train/86.jpg,111TN4151
train/531.jpg,81TN4001
train/55.jpg,137TN9189
train/775.jpg,94TN573
train/844.jpg,131TN8840
train/773.jpg,131TN8840
train/735.jpg,141TN6603
train/481.jpg,134TN3970
train/121.jpg,134TN3970
train/713.jpg,45TN6480
train/79.jpg,45TN6480
train/508.jpg,67TN504
train/360.jpg,175TN5973
train/789.jpg,175TN5973
train/146.jpg,156TN3853
train/66.jpg,136TN9687
train/485.jpg,136TN9687
train/585.jpg,87TN9294
train/291.jpg,161TN761
train/279.jpg,114TN7055
train/42.jpg,191TN179
train/837.jpg,104TN489
train/497.jpg,167TN2142
train/44.jpg,139TN2785
train/536.jpg,188TN6472
train/564.jpg,132TN6885
train/225.jpg,170TN7645
train/194.jpg,128TN1739
train/59.jpg,179TN7121
train/83.jpg,179TN7121
train/495.jpg,179TN7121
train/519.jpg,160TN1641
train/273.jpg,142TN8217
train/338.jpg,162TN2625
train/465.jpg,67TN7030
train/509.jpg,107TN5823
train/440.jpg,107TN5823
train/97.jpg,180TN706
train/261.jpg,133TN3849
train/687.jpg,95TN7304
train/315.jpg,108TN5794
train/468.jpg,110TN6829
train/767.jpg,111TN2799
train/765.jpg,171TN6934
train/627.jpg,77TN8377
train/84.jpg,106TN2131
train/910.jpg,106TN2131
train/699.jpg,106TN2131
train/102.jpg,106TN2131
train/210.jpg,106TN2131
train/411.jpg,183TN8201
train/457.jpg,120TN8917
train/378.jpg,120TN8917
train/820.jpg,190TN413
train/591.jpg,93TN4591
train/483.jpg,62TN1646
train/708.jpg,190TN8391
train/11.jpg,96TN8557
train/817.jpg,96TN8557
train/727.jpg,155TN4578
train/516.jpg,180TN228
train/133.jpg,109TN2328
train/849.jpg,188TN4228
train/748.jpg,24TN1398
train/695.jpg,84TN449
train/380.jpg,72TN5043
train/662.jpg,171TN9707
train/628.jpg,114TN8377
train/402.jpg,119TN5419
train/829.jpg,140TN5408
train/852.jpg,160TN5065
train/312.jpg,114TN9860
train/774.jpg,95TN4837
train/403.jpg,69TN6075
train/611.jpg,182TN1735
train/558.jpg,188TN1222
train/726.jpg,163TN3647
train/27.jpg,170TN6375
train/801.jpg,170TN6375
train/254.jpg,71TN1524
train/255.jpg,71TN1524
train/304.jpg,71TN1524
train/129.jpg,125TN5378
train/446.jpg,125TN8583
train/85.jpg,178TN5826
train/701.jpg,80TN4161
train/488.jpg,169TN9044
train/394.jpg,160TN8806
train/732.jpg,89TN4187
train/901.jpg,87TN2225
